           PRO0 | 20-10-2021 |        PRO | uting SQL statements |jdbc
         PRO166 | 20-10-2021 |        PRO | When comparing java.io.BufferedWriter to java.io.FileWriter, which capability exists as a method in only one of the two |writing a line
         PRO167 | 20-10-2021 |        PRO | When does an exception's stack trace get recorded in the exception object |is constructed
         PRO168 | 20-10-2021 |        PRO | When is it appropriate to pass a cause to an exception's constructor |in response to catching
         PRO169 | 20-10-2021 |        PRO | When is it appropriate to write code that constructs and throws an error |never
         PRO170 | 20-10-2021 |        PRO | When is x & y an int |sometimes
         PRO171 | 20-10-2021 |        PRO | When the user attempts to close the frame window, _______ event in generated |window closing
         PRO172 | 20-10-2021 |        PRO | When the user selects a menu item, _______ event is generated |action event
         PRO173 | 20-10-2021 |        PRO | Java programming language, the compiler converts the human-readable source file into platform-independent code that a Java Virtual Machine can understand |bytecode
         PRO174 | 20-10-2021 |        PRO | Whenever a method does not want to handle exceptions using the try block, the |throws
         PRO175 | 20-10-2021 |        PRO | Which are the correct statements used for getting connection object to connect to SQL Server database |string url =jdbc:odbc
         PRO176 | 20-10-2021 |        PRO | Which class and static method can you use to convert an array to a List |arrays.aslist
         PRO177 | 20-10-2021 |        PRO | Which is four-step approach to help you organize your GUI thinking |identify, isolate, sketch
         PRO178 | 20-10-2021 |        PRO | Which is the four steps are used in working with JDBC |connect, create, look
         PRO179 | 20-10-2021 |        PRO | Which JDBC processing model  that requires a JDBC driver that can communicate with the particular data source being accessed |two-tier
         PRO180 | 20-10-2021 |        PRO | Which line of code tells a scanner called sc to use a single digit as a delimiter |sc.usedelimiter("\\d")
         PRO181 | 20-10-2021 |        PRO | Man has the best friend who is a Dog |private dog bestfriend
         PRO182 | 20-10-2021 |        PRO | Which methods return an enum constant’s name |2.name(), tostring()
         PRO183 | 20-10-2021 |        PRO | Which modifier or modifiers should be used to denote a variable that should not be written out as part of its class's persistent state |transient
         PRO184 | 20-10-2021 |        PRO | Which of the following are legal argument types for a switch statement |3.byte, int, char
         PRO185 | 20-10-2021 |        PRO | Which of the following are legal enums |3.ngan-dai nhat, lion int weight
         PRO186 | 20-10-2021 |        PRO | Which of the following are legal import statements |2.import...vector, vector.*
         PRO187 | 20-10-2021 |        PRO | Which of the following are legal loop constructions |for (int k=0, j+k != 10; j++,k++)
         PRO188 | 20-10-2021 |        PRO | Which of the following are legal loop definitions |none of the above
         PRO189 | 20-10-2021 |        PRO | double d = 1.2d5 |2.double d = 1.2d, 1.2d
         PRO190 | 20-10-2021 |        PRO | int d = 0XABCD |2.int c = 0xabcd, dai nhat
         PRO191 | 20-10-2021 |        PRO | char c = 0x1234 |2.0x.., '\u1234'
         PRO192 | 20-10-2021 |        PRO | Vector <String> theVec = new Vector<String>() |2.list...<string>(), dai nhat
         PRO193 | 20-10-2021 |        PRO | Which of the following are methods of the java.util.SortedMap interface |headmap, tailmap, submap
         PRO194 | 20-10-2021 |        PRO | Which of the following are methods of the java.util.SortedSet interface |all the above
         PRO195 | 20-10-2021 |        PRO | System.out has a println() method |all the above
         PRO196 | 20-10-2021 |        PRO | The JVM runs until there is only one non-daemon thread |are no non-daemon
         PRO197 | 20-10-2021 |        PRO | When an application begins running, there is one non-daemon thread, whose job is to execute main() |3.nhat, thread, non-daemon thread
         PRO198 | 20-10-2021 |        PRO | When you declare a block of code inside a method to be synchronized, you can specify the object on whose lock the block should synchronize |2.the method always, nhat
         PRO199 | 20-10-2021 |        PRO | An enum definition should declare that it extends java.lang.Enum |2.contain public, private
         PRO200 | 20-10-2021 |        PRO | Primitives are passed by reference |2.by value
         PRO201 | 20-10-2021 |        PRO | An anonymous inner class that implements several interfaces may extend a parent class other than Object |implement at most, class may extend
         PRO202 | 20-10-2021 |        PRO | Which of the following are valid arguments to the DataInputStream constructor |fileinputstream
         PRO203 | 20-10-2021 |        PRO | Which of the following are valid mode strings for the RandomAccessFile constructor |all the above
         PRO204 | 20-10-2021 |        PRO | Which of the following calls may be made from a non-static synchronized method |all the above
         PRO205 | 20-10-2021 |        PRO | Which of the following classes implement java.util.List |2.arraylist, stack
         PRO206 | 20-10-2021 |        PRO | Which of the following classes implements a FIFO Queue |linkedlist
         PRO207 | 20-10-2021 |        PRO | Which of the following declarations are illegal |3.ngan-dai nhat, double d
         PRO208 | 20-10-2021 |        PRO | int x = 6; if (!(x > 3)) |2.dai nhat, x = ~x
         PRO209 | 20-10-2021 |        PRO | String x = "Hello"; int y = 9; if (x == y) |2.ngan nhat, x=x+y
         PRO210 | 20-10-2021 |        PRO | Which of the following expressions results in a positive value in x |int x = –1; x = x >>> 5
         PRO211 | 20-10-2021 |        PRO | Which of the following interfaces does not allow duplicate objects |set
         PRO212 | 20-10-2021 |        PRO | Which of the following is not appropriate situations for assertions |preconditions of a public method
         PRO213 | 20-10-2021 |        PRO | Which of the following is NOTa valid comment |/* comment
         PRO214 | 20-10-2021 |        PRO | Which of the following is the most appropriate way to handle invalid arguments in a public method |illegalargumentexception
         PRO215 | 20-10-2021 |        PRO | Readers have methods that can read and return floats and doubles |none of the above
         PRO216 | 20-10-2021 |        PRO | An enum definition may contain the main() method of an application |all the above
         PRO217 | 20-10-2021 |        PRO | Which of the following may appear on the left-hand side of an instanceof operator |a reference
         PRO218 | 20-10-2021 |        PRO | Which of the following may appear on the right-hand side of an instanceof operator |2.a class, an interface
         PRO219 | 20-10-2021 |        PRO | Which of the following may be declared final |2.classes, methods
         PRO220 | 20-10-2021 |        PRO | Which of the following may be statically imported |2.static method, static field
         PRO221 | 20-10-2021 |        PRO | Which of the following may follow the static keyword |3.data, methods, code blocks
         PRO222 | 20-10-2021 |        PRO | Which of the following may legally appear as the new type (between the parentheses) in a cast operation |all of
         PRO223 | 20-10-2021 |        PRO | Which of the following may not be synchronized |classes
         PRO224 | 20-10-2021 |        PRO | Which of the following may override a method whose signature is void xyz(float f) |2.void, public void xyz(float f)
         PRO225 | 20-10-2021 |        PRO | Which of the following methods in the Thread class are deprecated |suspend() and resume()
         PRO226 | 20-10-2021 |        PRO | Which of the following operations might throw an ArithmeticException |none of
         PRO227 | 20-10-2021 |        PRO | Which of the following operators can perform promotion on their operands |3.cong, tru, xap xi
         PRO228 | 20-10-2021 |        PRO | Which of the following restrictions apply to anonymous inner classes |must be defined
         PRO229 | 20-10-2021 |        PRO | Which of the following should always be caught |checked exceptions
         PRO230 | 20-10-2021 |        PRO | Which of the following signatures are valid for the main() method entry point of an application |2.static void...(string arg[])
         PRO231 | 20-10-2021 |        PRO | Which of the following statements about the wait() and notify() methods is true |calls wait() goes into
         PRO232 | 20-10-2021 |        PRO | Which of the following statements about threads is true |threads inherit their
         PRO233 | 20-10-2021 |        PRO | A final class may not contain non-final data fields |may not be extended
         PRO234 | 20-10-2021 |        PRO | An abstract class must declare that it implements an interface |none
         PRO235 | 20-10-2021 |        PRO | An abstract class may not have any final methods |only statement 2
         PRO236 | 20-10-2021 |        PRO | Only object references are converted automatically; to change the type of a primitive, you have to do a cast |both primitives
         PRO237 | 20-10-2021 |        PRO | Transient methods may not be overridden |variables are not
         PRO238 | 20-10-2021 |        PRO | Object references can be converted in both method calls and assignments, but the rules governing these conversions are very different |conversions are identical
         PRO239 | 20-10-2021 |        PRO | Bytecode characters are all 16 bits |unicode characters
         PRO240 | 20-10-2021 |        PRO | To change the current working directory, call the changeWorkingDirectory() method of the File class |none
         PRO241 | 20-10-2021 |        PRO | When you construct an instance of File, if you do not use the file-naming semantics of the local machine, the constructor will throw an IOException |none
         PRO242 | 20-10-2021 |        PRO | When the application is run, thread hp1 will execute to completion, thread hp2 will execute to completion, then thread hp3 will execute to completion |none of
         PRO243 | 20-10-2021 |        PRO | Compilation succeeds, although the import on line 1 is not necessary. During execution, an exception is thrown at line 3 |fails at line 2
         PRO244 | 20-10-2021 |        PRO | Compilation fails at line 1 because the String constructor must be called explicitly |succeeds. no exception
         PRO245 | 20-10-2021 |        PRO | Line 4 executes and line 6 does not |line 6 executes
         PRO246 | 20-10-2021 |        PRO | There will be a compiler error, because class Greebo does not correctly implement the Runnable interface |runnable interface
         PRO247 | 20-10-2021 |        PRO | The acceptable types for the variable j, as the argument to the switch() construct, could be any of byte, short, int, or long |value is three
         PRO248 | 20-10-2021 |        PRO | The returned value varies depending on the argument |returns 0
         PRO249 | 20-10-2021 |        PRO | Lines 5 and 12 will not compile because the method names and return types are missing |output x = 3
         PRO250 | 20-10-2021 |        PRO | Line 13 will not compile because it is a static reference to a private variable |output is x = 104
         PRO251 | 20-10-2021 |        PRO | Which statements about JDBC are NOT true |2.database system, dbms
         PRO252 | 20-10-2021 |        PRO | Which two code fragments correctly create and initialize a static array  of int elements |2.a = { 100,200 }, static
         PRO253 | 20-10-2021 |        PRO | Which two of the following interfaces are at the top of the hierarchies in the Java Collections Framework |2.map, collection
         PRO254 | 20-10-2021 |        PRO | A new directory called dirname and a new file called filename are created, both in the current working directory |no directory
         PRO255 | 20-10-2021 |        PRO | protected class Cat extends Owner |public class cat extends pet
         PRO256 | 20-10-2021 |        PRO | Date vaccinationDue |2.boolean, string
         PRO257 | 20-10-2021 |        PRO | What is -15 % -10 |-5
         PRO258 | 20-10-2021 |        PRO | command line on a Windows  system |2.must contain  the statement, the file
         PRO259 | 20-10-2021 |        PRO | The string created on line 2 does not become eligible for garbage collection in this code |after line 3
         PRO260 | 20-10-2021 |        PRO | When the application runs, what are the values of n and w.x after the call to bump()  in the main |n is 10, w.x  is 11
         PRO261 | 20-10-2021 |        PRO | The addAll() method  of that  interface  takes a single argument, which is a reference to a collection whose elements are compatible with E. What  is the declaration of the addAll() method |addall(collection<? extends e> c)
         PRO262 | 20-10-2021 |        PRO | If you want a vector in which you know you will only store strings, what are the advantages of using fancyVec rather than plainVec |attempting to...compiler error
         PRO263 | 20-10-2021 |        PRO | When should objects stored in a Set implement  the java.util.Comparable interface |set is a treeset
         PRO264 | 20-10-2021 |        PRO | What relationship does the extends keyword  represent |is a
         PRO265 | 20-10-2021 |        PRO | class bbb.Bbb, which extends aaa.AAA, wants to override callMe(). Which access modes for callMe() in aaa.AAA will allow this |2.public, protected
         PRO266 | 20-10-2021 |        PRO | Lemon lem  = new Lemon(); Citrus cit = new Citrus() |3.cit = lem, cit=(citrus), lem=(lemon)
         PRO267 | 20-10-2021 |        PRO | it also has a method  called chopWoodAndCarryWater(), which just calls the other two methods |inappropriate cohesion, inappropriate coupling
         PRO268 | 20-10-2021 |        PRO | sharedOb.wait() |2.athread.interrupt, sharedob.notifyall
         PRO269 | 20-10-2021 |        PRO | line prints double d in a left-justified field that is 20 characters wide, with 15 characters to the right of the decimal point |system.out.format("%-20.15f", d)
         PRO270 | 20-10-2021 |        PRO | What code at line 3 produces  the following output |string  delim =  “\\d+”
         PRO271 | 20-10-2021 |        PRO | How do you generate a string representing  the value of a float f in a format  appropriate for a locale loc |numberformat.getinstance(loc)
